image_name,scene_type=natural_landscape,scene_type=urban,scene_type=indoor,scene_type=portrait,scene_type=other,lighting_type=daylight,lighting_type=artificial,lighting_type=mixed,luminance_level=high,luminance_level=medium,luminance_level=low,camera_to_object_distance=close,camera_to_object_distance=medium,camera_to_object_distance=far,memory_color=sky_blue,memory_color=grass_foliage_green,memory_color=human_skin_tone,memory_color=water_blue,memory_color=snow_cloud_white,memory_color=none
KonIQ-10k IQA Database/512x384/6153807982.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0
KonIQ-10k IQA Database/512x384/6153987026.jpg,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6150431643.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6153984860.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6154151584.jpg,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/6156825791.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/6154682169.jpg,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6154181656.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6157377531.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
KonIQ-10k IQA Database/512x384/6158806771.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6160181184.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6157269517.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6160253188.jpg,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
KonIQ-10k IQA Database/512x384/6162806548.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6160450342.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6160448268.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/61630921.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6162845121.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6163494059.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6163563949.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6162009461.jpg,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/6163642388.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6163576407.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6164110615.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6166445475.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6163705024.jpg,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
KonIQ-10k IQA Database/512x384/6164643779.jpg,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6166626410.jpg,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6166766826.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0
KonIQ-10k IQA Database/512x384/616692637.jpg,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6167276187.jpg,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6167489115.jpg,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6167876275.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6168174174.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6169499538.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
KonIQ-10k IQA Database/512x384/6170767458.jpg,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6170589548.jpg,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0
KonIQ-10k IQA Database/512x384/6169751513.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6171193930.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6171792130.jpg,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6171205916.jpg,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
KonIQ-10k IQA Database/512x384/6172964730.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6172349199.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6173003449.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/6175048748.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/61745002.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6175384810.jpg,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6175206335.jpg,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/6176401677.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/6175479501.jpg,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6177166693.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6177663697.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6178467080.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6177131907.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
KonIQ-10k IQA Database/512x384/6179066994.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6178888063.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6180251027.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6180360861.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6180327231.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6182410940.jpg,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6185806763.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6181551181.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6183915148.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/6184879643.jpg,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6186480885.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6186608340.jpg,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6188110673.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6188375845.jpg,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/6189434531.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6190472459.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6190085634.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6190639250.jpg,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6190643783.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6191653562.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6192180077.jpg,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6192537618.jpg,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6194607609.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6194409059.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6193425785.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6194753185.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/6197628088.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6198870834.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6198414386.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/6199129652.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/6199370121.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6200906518.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6201330007.jpg,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6199923383.jpg,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6201290598.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6202357240.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6201268474.jpg,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6204572206.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
KonIQ-10k IQA Database/512x384/62049415.jpg,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
KonIQ-10k IQA Database/512x384/6202637984.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6205007970.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6206537563.jpg,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6205974624.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6206641810.jpg,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6207546656.jpg,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6208184332.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6208522710.jpg,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6210021795.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6210494281.jpg,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6208981295.jpg,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6209362711.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6211550250.jpg,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6210436753.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6214101646.jpg,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6211562802.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6216628901.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6219475255.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6216457478.jpg,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/6220511513.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6218336714.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6220758013.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6221634862.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6224567547.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6224309834.jpg,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6222011944.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0
KonIQ-10k IQA Database/512x384/6224584485.jpg,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/6222668667.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6224117679.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6225839332.jpg,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6225884368.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6226545880.jpg,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6226958482.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6226065978.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6226355668.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6227646726.jpg,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6227862554.jpg,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6227951538.jpg,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6228278450.jpg,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6229984844.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6230011878.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6228740926.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0
KonIQ-10k IQA Database/512x384/6232083444.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6228242896.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6232031392.jpg,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6233076325.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6233367790.jpg,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6235008903.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6237051127.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/6235266506.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/62339435.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/6236533476.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6237039351.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0
KonIQ-10k IQA Database/512x384/6237170971.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6237287200.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6238087656.jpg,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6238203210.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6237907286.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6238543010.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6238346062.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6239620274.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6238988012.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
KonIQ-10k IQA Database/512x384/6239374380.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6239948477.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6243575043.jpg,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6243772733.jpg,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6245095836.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6244943274.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6245654215.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6245438349.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0
KonIQ-10k IQA Database/512x384/6245749984.jpg,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6246977871.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/62458506.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/62480371.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
KonIQ-10k IQA Database/512x384/6248527465.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/6249554399.jpg,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6249766642.jpg,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/62503983.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6250057202.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6251598886.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6251689254.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0
KonIQ-10k IQA Database/512x384/6252006096.jpg,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/6252132752.jpg,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/6252195920.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6252279555.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6252497829.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6251795586.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
KonIQ-10k IQA Database/512x384/6253604200.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6252913864.jpg,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6253185409.jpg,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6253829392.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6255404207.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6255855320.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6255399920.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/6256521905.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6254765942.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
KonIQ-10k IQA Database/512x384/6256829619.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6255414433.jpg,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
KonIQ-10k IQA Database/512x384/6256953359.jpg,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6257550303.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6258118545.jpg,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/6257507740.jpg,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
KonIQ-10k IQA Database/512x384/6258336058.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6257410462.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6259041958.jpg,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6258120264.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6259163279.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/6264153932.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6261187277.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6264326921.jpg,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/6259804978.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/6264868738.jpg,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
